#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
4856473;3,28343E+13;SOLIM MEDICINA DIAGNOSTICA;SE;Barra dos Coqueiros;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2098806;9,07229E+11;LABORATORIO JULIO VARGAS;MG;Barbacena;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
778923;1,93788E+13;HERMES PARDINI NOVAMED;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368022;1,93788E+13;INSTITUTO HERMES PARDINI UNIDADE PADRE EUSTAQUIO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9170049;1,93788E+13;INSTITUTO HERMES PARDINI S A FILIAL LAGOINHA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9170014;1,93788E+13;INSTITUTO HERMES PARDINI S A FILIAL CEU AZUL;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7633327;1,93788E+13;INSTITUTO HERMES PARDINI S A FILIAL BETANIA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6812376;2,57058E+13;LABORATORIO SOUZA ASSUNCAO FILIAL 1;MG;Itabirito;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
29920;2,17553E+13;POSTO DE COLETA LAB CLIN BRAZOPOLIS;MG;Braz�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9687327;1,66372E+13;LABORATORIO SAO PAULO;MG;Jaboticatubas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7584989;2,04525E+13;LABORATORIO CARLOS CHAGAS SANTA CRUZ;MG;Juiz de Fora;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2895285;2,1581E+13;POSTO DE COLETA UNIDADE CATAGUASES;MG;Cataguases;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9307672;1,93788E+13;INSTITUTO HERMES PARDINI FILIAL NOVA LIMA;MG;Nova Lima;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9675914;1,93788E+13;INSTITUTO HERMES PARDINI FILIAL JARDIM CANADA;MG;Nova Lima;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9617507;6,14867E+13;LEME LABORATORIO E VACINAS SAO MARCOS;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9519181;1,52149E+13;DATALAB IMBUI;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6433669;6,08401E+13;A MEDICINA DIAGNOSTICA IMBUI;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
867020;3,81482E+13;PHD LABORATORIO CLINICO;TO;Palmas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3455033;66084000247;SABIN MEDICINA DIAGNOSTICA;TO;Gurupi;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5683556;6,14867E+13;LABORATORIO CERPE JOAO DE BARROS;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9913939;6,14867E+13;CERPE;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6304850;6,14867E+13;CERPE DIAGNOSTICOS;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6707149;6,14867E+13;CERPE;PE;S�o Louren�o da Mata;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7109512;6,14867E+13;CERPE;PE;Surubim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5352606;5,86828E+12;UNIMED FORTALEZA;CE;Maracana�;HOSPITAL GERAL;PALC;SBPC/ML
62049;3,36612E+13;LAB ANALISE;PI;Picos;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
9646914;7,03843E+12;LABORATORIO CLEMENTINO FRAGA LTDA;CE;Quixad�;CONSULTORIO ISOLADO;PALC;SBPC/ML
7927673;4,09348E+13;IPC LABORATORIO MEDICO;AL;Macei�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4349822;1,09994E+13;UNIDADE MED JOCKEY CENTRO MEDICO;PI;Teresina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6147003;9,47275E+12;EMILIO RIBAS MEDICINA DIAGNOSTICA LTDA;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
7477724;7,03843E+12;LABORATORIO CLEMENTINO FRAGA MARAPONGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9028862;5,86828E+12;UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
5366593;7,03843E+12;POSTO DE COLETA 09;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5741777;5,86828E+12;UNIMED DE FORTALEZA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9675027;4,84452E+12;OMNIMAGEM MILLENIUM RIOMAR;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
374830;9,47275E+12;EMILIO RIBAS MEDICINA DIAGNOSTICA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4419162;9,47275E+12;EMILIO RIBAS MEDICINA DIAGNOSTICO;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9713786;2,45185E+13;CENTRO DE PATOLOGIA CLINICA;RN;Parnamirim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7944667;7,18528E+11;LABORATORIO SABIN BOULEVARD MUNDI;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7038828;7,18528E+11;LABORATORIO SABIN VIEIRALVES;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
112356;1,93788E+13;CENTRO DE MEDICINA NUCLEAR DA GUANABARA CAMPO GRANDE 2;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3023494;6,08401E+13;LABS A MEDICINA DIAGNOSTICA SANTO AFONSO;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7071787;6,08401E+13;LABS A MEDICINA DIAGNOSTICA RECREIO;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6987516;6,14867E+13;BRONSTEIN POLO I;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3383075;6,14867E+13;BRONSTEIN MED DIAG IPANEMA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3383059;6,14867E+13;BRONSTEIN MED DIAG CENTRO I;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7516118;1,93788E+13;NTO NUCLEO TECNICO OPERACIONAL HERMES PARDINI SANTANA SP;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124819;6,14867E+13;LAVOISIER MED DIAG TUCURUVI;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9580476;6,14867E+13;ALTA EXCELENCIA MEDICINA DIAGNOSTICA UNIDADE MARQUET PLACE;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3037584;6,14867E+13;LAVOISIER MED DIAG ANGELICA II;SP;S�o Paulo;POLICLINICA;PALC;SBPC/ML
5645069;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE CHACARA KLABIN;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9209190;6,08401E+13;FLEURY MEDICINA E SAUDE UNID HEITOR PENTEADO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9096531;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE MOEMA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9209204;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE MORUMBI;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6212328;4,46498E+13;CENTRO MEDICO SAO GABRIEL;SP;S�o Paulo;PRONTO ATENDIMENTO;PALC;SBPC/ML
5562627;4,76738E+13;AFIP TATUAPE;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124398;6,14867E+13;DELBONI AURIEMO MED DIAG CENTRO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9307109;2,77114E+13;ESSIJOTA SERVICOS DE COLETA E DIAGNOSTICOS UNID LIMAO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7469543;1,86768E+13;MR SERVICOS DE COLETA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9473416;6,14867E+13;ALTA EXCELENCIA DIAGNOSTICA UNIDADE UNIDADE CAMPO BELO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9337598;6,14867E+13;ALTA DIAGNOSTICA HIGIENOPOLIS;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124762;6,14867E+13;LAVOISIER MED DIAG PENHA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3126579;6,14867E+13;LAVOISIER MED DIAG FRANCISCO MORATO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027600;6,09757E+13;HOSPITAL SAO CAMILO IPIRANGA;SP;S�o Paulo;HOSPITAL GERAL;PALC;SBPC/ML
9138870;6,14867E+13;DIAGNOSTICOS DA AMERICA SA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7731329;6,14867E+13;LAVOISIER MED DIAG ITAIM BIBI II;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6860079;6,14867E+13;LAVOISIER MED DIAG CIDADE DUTRA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366127;6,14867E+13;DELBONI AURIEMO MED DIAG LUIZ DUMONT VILLARES;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9776192;6,07658E+13;UNIDADE EINSTEIN BOZELLI DE SOROCABA;SP;Sorocaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7554044;4,54E+13;UNIDADE AVANCADA ZONA NORTE DR BASILIO CASSAR SOROCABA;SP;Sorocaba;PRONTO ATENDIMENTO;PALC;SBPC/ML
151424;4,46498E+13;NOTRE DAME INTERMEDICA SAUDE S A;SP;Suzano;POLICLINICA;PALC;SBPC/ML
4458753;4,46498E+13;CENTRO CLINICO TABOAO DA SERRA;SP;Tabo�o da Serra;POLICLINICA;PALC;SBPC/ML
9999930;3,24481E+13;SANTA LUZIA;SC;Palho�a;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9999922;3,24481E+13;SANTA LUZIA;SC;Palho�a;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9448551;2,15163E+13;LABORATORIO GERALDO LUSTOSA UNIDADE SARZEDO;MG;Sarzedo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9860797;1,87515E+12;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3498689;4,56971E+13;SABIN MEDICINA DIAGNOSTICA;SP;Jacare�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6359213;3,20403E+12;SABIN DIAGNOSTICA E SAUDE VALINHOS;SP;Valinhos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9002863;6,08401E+13;FLEURY MEDICINA E SAUDE;SP;Jundia�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9614575;5,18654E+13;LABORATORIO DE PATOLOGIA CLINICA BIOLOGICO;SP;Jundia�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2053713;1,41725E+12;PREVILAB ANALISES CLINICAS LTDA LIMEIRA;SP;Limeira;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9891366;2,2874E+13;UNIMED LABORATORIO UNIDADE CAMPO LARGO;PR;Campo Largo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9073957;7,53092E+13;LABORATORIO SAO CAMILO UNIDADE IX INFANTIL;PR;Maring�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6676014;6,14867E+13;CERPE;PE;Olinda;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9897585;6,14867E+13;LABORATORIOS GILSON CIDRIM;PE;Ribeir�o;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7394667;1,9036E+13;METHODOS LABORATORIO UNIDADE MEDICINA;MG;Pouso Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7394691;1,9036E+13;METHODOS LABORATORIO UNIDADE SANTO ANTONIO;MG;Pouso Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9889663;6,14867E+13;LABORATORIO GASPAR CALHAU;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9889493;6,14867E+13;LABORATORIO GASPAR JARDIM SAO CRISTOVAO;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9986758;6,14867E+13;LABORATORIO GASPAR;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9934057;6,14867E+13;LABORATORIO GASPAR;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4000781;2,08155E+13;LACMAR OLHO D AGUA;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
276677;4,46498E+13;UNIDADE AVANCADA SANTO ANDRE;SP;Santo Andr�;PRONTO ATENDIMENTO;PALC;SBPC/ML
83534;4,46498E+13;CENTRO CLINICO IPSA;SP;Santo Andr�;POLICLINICA;PALC;SBPC/ML
2881829;5,01036E+13;LABORATORIO DE ANALISES CLINICAS SAMUEL PESSOA LTDA;SP;Vinhedo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9317066;4,97881E+12;LAB DE PATOLOGIA CLINICA DR PAULO C DE AZEVEDO LTDA;PA;Ananindeua;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9340645;4,57204E+12;AMARAL COSTA MEDICINA DIAGNOSTICAS UNIDADE CIDADE NOVA VI;PA;Ananindeua;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2829924;7,18528E+11;SABIN DIAGNOSTICA E SAUDE CEILANDIA MALL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2852454;7,18528E+11;SABIN DIAGNOSTICO E SAUDE GILBERTO SALOMAO;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9682139;7,18528E+11;SABIN DIAGNOSTICO E SAUDE 110 NORTE;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027899;7,18528E+11;SABIN DIAGNOSTICO E SAUDE VIA BRASIL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027708;7,18528E+11;SABIN DIAGNOSTICO E SAUDE ED CLINICAS;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368847;7,18528E+11;SABIN DIAGNOSTICA E SAUDE DECK NORTE;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5431808;6,14867E+13;EXAME MEDICINA DIAGNOSTICA MEGA TAGUATINGA NORTE;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9428208;7,18528E+11;SABIN DIAGNOSTICA E SAUDE SOBRADINHO QD 09;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9393994;7,18528E+11;SABIN MEDICINA DIAGNOSTICA JARDINS MANGUEIRAL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9845534;7,18528E+11;SABIN DIAGNOSTICA E SAUDE DF STAR;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7891520;7,18528E+11;SABIN DIAGNOSTICO E SAUDE SANTA MARIA;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7775628;7,18528E+11;SABIN MEDICINA DIAGNOSTICA AGUAS CLARAS METROPOLE;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9581421;7,18528E+11;SABIN DIAGNOSTICA E SAUDE SAMAMBAIA HRSAM;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9328904;7,18528E+11;SABIN DIAGNOSTICA E SAUDE CEILANDIA JK;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9397086;7,18528E+11;SABIN DIAGNOSTICA E SAUDE ESTRUTURAL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6798454;1,90409E+13;SABIN MEDICINA DIAGNOSTICA PATIO DERMAC;MG;Uberl�ndia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7612060;4,46498E+13;CENTRO CLINICO POLVILHO;SP;Cajamar;POLICLINICA;PALC;SBPC/ML
789380;5,13131E+13;LABORATORIO RAMOS DE SOUZA CAMPOS ELISEOS;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9769218;7,17485E+13;LABCLINICAS MEDICINA LABORATORIAL UNID ANDRADE NEVES;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7104715;2,27863E+12;CONFIANCE MEDICINA DIAGNOSTICA OROSIMBO MAIA;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9879358;4,56971E+13;SABIN MEDICINA DIAGNOSTICA;SP;Caraguatatuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2076748;5,18111E+13;LABORATORIO SABIN DE ANALISES CLINICAS EM RIBEIRAO PRETO;SP;Ribeir�o Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2691388;9,00082E+12;LABORATORIO MEDICO SANTA LUZIA;SC;Tijucas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9707042;4,46498E+13;NOTRE DAME INTERMEDICA SAUDE S A;SP;Cotia;POLICLINICA;PALC;SBPC/ML
736384;5,06994E+13;SANCET MEDICINA DIAGNOSTICA LTDA;SP;Guararema;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7697805;1,86768E+13;M R SERVICOS DE COLETA;SP;Guarulhos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2906368;2,27863E+12;CONFIANCE MEDICINA DIAGNOSTICA;SP;Hortol�ndia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9682120;8,78277E+13;POSTO DE COLETA HOSPITAL UNIMED;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5364140;6,14867E+13;LAMINA;RJ;Niter�i;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9321578;6,08401E+13;LABS A MEDICINA DIAGNOSTICA 0372 13;RJ;Niter�i;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6122760;2,27863E+12;CONFIANCE MEDICINA DIAGNOSTICA;SP;Indaiatuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6787088;6,14867E+13;FRISCHMANN AISENGART MED DIAG COSTANTINI;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6657079;6,14867E+13;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA BARIGUI;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6657060;6,14867E+13;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA VOLVO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3479161;6,14867E+13;FRISCHMANN AISENGART MED DIAG ALTO DA XV;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512304;6,14867E+13;FRISCHMANN AISENGART MED DIAG FONTANA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5553776;6,14867E+13;FRISCHMANN AISENGART MED DIAG MERCES;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9020837;2,2874E+13;UNIMED CURITIBA MEGA UNIDADE BATEL;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6438849;6,14867E+13;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA PALLADIUM;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512339;6,14867E+13;FRISCHMANN AISENGART;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
896217;4,19201E+13;POSTO DE COLETA SC 401;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9581316;1,83019E+13;UNIDADE LAGOA;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5434246;6,14867E+13;DELBONI AURIEMO;SP;Santos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
978191;1,93788E+13;INSTITUTO HERMES PARDINI S A;SP;S�o Bernardo do Campo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3714209;5,00088E+13;VALECLIN SUL;SP;S�o Jos� dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9022414;4,56971E+13;SABIN MEDICINA DIAGNOSTICA;SP;S�o Jos� dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9949631;4,46498E+13;NOTRE DAME INTERMEDICA SAUDE;SP;S�o Paulo;POLICLINICA;PALC;SBPC/ML
5255414;4,57966E+13;SALOMAO E ZOPPI MEDICINA DIAGNOSTICA MORUMBI;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9713026;6,08401E+13;A MAIS MEDICINA DIAGNOSTICA UNIDADE VERBO DIVINO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3972674;6,08401E+13;A MAIS MEDICINA DIAGNOSTICA UNIDADE TRIANON MASP;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
